addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 고양시 일산동구 무궁화로141번길 8-8 (정발산동),,31.0,A05,A0502,A05020200,2892200,39,20221031165422,http://tong.visitkorea.or.kr/cms/resource/89/2892189_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2892189_image3_1.jpg,Type3,126.7773558998,37.6699330651,6.0,20250423134843,2.0,,크랙킨,10359,41,285.0,FD,FD02,FD020300
경기도 파주시 탄현면 헤이리마을길 82-91,,31.0,A05,A0502,A05020200,2848051,39,20220902104059,http://tong.visitkorea.or.kr/cms/resource/43/2848043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2848043_image3_1.jpg,Type3,126.7041203489,37.7889401137,6.0,20250728131334,27.0,,크레타,10859,41,480.0,FD,FD02,FD020300
경기도 구리시 경춘북로 230 (갈매동),,,,,,3306682,38,20240221201818,https://tong.visitkorea.or.kr/cms/resource/68/4021268_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/68/4021268_image3_1.jpg,Type3,127.115926985416,37.6333474474455,6.0,20260318101005,,,크로커다일 모다아울렛 구리남양주점,11901,41,310.0,SH,SH04,SH040300
경기도 고양시 일산서구 탄중로 100 (덕이동),,,,,,4010651,38,20260203174922,https://tong.visitkorea.or.kr/cms/resource/43/4042543_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/43/4042543_image3_1.JPG,Type3,126.756089730146,37.6918791910315,,20260326092041,,,크록스 덕이점,10237,41,287.0,SH,SH04,SH040300
경기도 파주시 문발로 284 (문발동),1층,,,,,2923379,38,20221031150512,https://tong.visitkorea.or.kr/cms/resource/34/4022734_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/34/4022734_image3_1.jpg,Type3,126.692549074164,37.7180926232465,6.0,20260327092150,,,크록스 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2916607,38,20221031144630,https://tong.visitkorea.or.kr/cms/resource/79/4022479_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/79/4022479_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,크록스 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 가평군 북한강변로 360-91,,31.0,A03,A0302,A03021700,2910063,28,20221116142921,http://tong.visitkorea.or.kr/cms/resource/45/2910045_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/45/2910045_image3_1.JPG,Type3,127.5416780329,37.7605891615,6.0,20250116105208,1.0,,크리스월드글램핑,12428,41,820.0,AC,AC05,AC050100
경기도 가평군 상면 대보간선로 602-111,,31.0,A03,A0302,A03020700,578731,28,20080624024809,http://tong.visitkorea.or.kr/cms/resource/66/3548066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3548066_image3_1.jpg,Type3,127.3912490915,37.7939630669,6.0,20251023143000,1.0,,크리스탈밸리,12445,41,820.0,LS,LS01,LS010400
경기도 가평군 설악면 미사리로 324-260,,,,,,4010395,38,20260203163554,https://tong.visitkorea.or.kr/cms/resource/72/4024572_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/72/4024572_image3_1.jpeg,Type3,127.538613579135,37.6842514474507,,20260317101259,,,크리스티나한,12461,41,820.0,SH,SH04,SH040300
경기도 포천시 이동면 화동로2457번길 76-1,,31.0,A03,A0302,A03021700,2730093,28,20210803230452,http://tong.visitkorea.or.kr/cms/resource/58/2730458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2730458_image2_1.jpg,Type3,127.3821224442,38.0678976415,6.0,20250806093752,29.0,,큰마당캠핑장,11110,41,650.0,AC,AC05,AC050100
경기도 파주시 중앙로 270 (금촌동),,,,,,812980,39,20090930014304,https://tong.visitkorea.or.kr/cms/resource/92/1789792_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/92/1789792_image3_1.jpg,Type3,126.777658111154,37.7602280437861,6.0,20260225141947,,,큰손집,10930,41,480.0,FD,FD01,FD010100
경기도 구리시 안골로 51 (교문동),,31.0,A05,A0502,A05020100,134872,39,20050203090000,http://tong.visitkorea.or.kr/cms/resource/01/1857801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1857801_image3_1.jpg,Type3,127.136883484,37.5976784799,6.0,20250429163608,6.0,,큰집돌솥설렁탕,11927,41,310.0,FD,FD01,FD010100
경기도 포천시 이동면 화동로 2440-36,,31.0,A03,A0302,A03021700,2740952,28,20210907200237,http://tong.visitkorea.or.kr/cms/resource/07/2741107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2741107_image2_1.jpg,Type3,127.3880137963,38.060295859,6.0,20250102141746,29.0,,클럽레스피아,11110,41,650.0,AC,AC05,AC050400
경기도 가평군 설악면 위곡리,7-1,31.0,A03,A0302,A03021700,2744400,28,20210914200312,http://tong.visitkorea.or.kr/cms/resource/90/2745590_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2745590_image3_1.jpg,Type3,127.5434196364,37.6622533972,6.0,20250103133135,1.0,,클럽레스피아 in 가평,12463,41,820.0,AC,AC05,AC050100
경기도 파주시 회동길 390 (문발동),,,,,,2912755,38,20221031150132,https://tong.visitkorea.or.kr/cms/resource/91/4023691_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4023691_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,클럽모나코 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2930981,38,20221031144727,https://tong.visitkorea.or.kr/cms/resource/12/4022512_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/12/4022512_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,클럽모나코 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 가평군 가평읍 북한강변로 214,,31.0,A02,A0202,A02020200,2770651,12,20211109194543,http://tong.visitkorea.or.kr/cms/resource/58/2771558_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/58/2771558_image2_1.png,Type3,127.5309431999,37.7503179359,6.0,20250416151131,1.0,,클럽보드힐링리조트,12428,41,820.0,VE,VE05,VE050200
경기도 포천시 이동면 금강로 6531,,31.0,A03,A0302,A03021700,2740087,28,20210906200929,http://tong.visitkorea.or.kr/cms/resource/84/2741284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2741284_image2_1.jpg,Type3,127.3969754542,38.1080182315,6.0,20250808110127,29.0,,클럽프라비다 카라반글램핑,11110,41,650.0,AC,AC05,AC050100
경기도 가평군 가평읍 북한강변로 360-89,,31.0,A02,A0202,A02020200,2765650,12,20211102012111,http://tong.visitkorea.or.kr/cms/resource/82/2766282_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/82/2766282_image3_1.png,Type3,127.5418363933,37.7591698853,6.0,20250416151559,1.0,,클로버리조트,12428,41,820.0,VE,VE05,VE050200
경기도 남양주시 경춘로 1104-2 (금곡동),,,,,,2820866,39,20220520112122,,,,127.225480055151,37.6365609696014,6.0,20260415111308,,,키스톤 스피시즈,12238,41,360.0,FD,FD05,FD050100
경기도 포천시 이동면 금강로 6561,,31.0,A03,A0302,A03021700,2738781,28,20210901230638,http://tong.visitkorea.or.kr/cms/resource/16/2738916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2738916_image3_1.jpg,Type3,127.3969420486,38.1105734877,6.0,20250808102658,29.0,,키즈글램핑GEO,11110,41,650.0,AC,AC05,AC050400
경기도 파주시 회동길 390 (문발동),2층,,,,,2927023,38,20221031181540,https://tong.visitkorea.or.kr/cms/resource/50/4023650_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/4023650_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,키플링 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),,,,,,3306996,38,20240202101304,https://tong.visitkorea.or.kr/cms/resource/56/4018756_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/56/4018756_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260327092150,,,킨록앤더슨 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 고양시 일산서구 킨텍스로 217-60,,31.0,A02,A0206,A02060400,250465,14,20071019090000,http://tong.visitkorea.or.kr/cms/resource/06/3020806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3020806_image3_1.jpg,Type3,126.7455782754,37.6689909419,6.0,20250416165834,2.0,,킨텍스,10390,41,287.0,VE,VE07,VE070400
경기도 고양시 일산서구 킨텍스로 255-3 (대화동),,31.0,B02,B0201,B02010100,2872922,32,20221021163741,http://tong.visitkorea.or.kr/cms/resource/12/2872912_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/12/2872912_image3_1.jpeg,Type3,126.7480780616,37.6684743797,6.0,20250417155057,2.0,,킨텍스 바이 케이트리,10390,41,287.0,AC,AC01,AC010100
경기도 고양시 일산서구 킨텍스로 217-25 (대화동),,31.0,A03,A0302,A03021700,2730286,28,20210804004848,http://tong.visitkorea.or.kr/cms/resource/95/2730395_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/2730395_image3_1.JPG,Type3,126.7397067537,37.6631804034,6.0,20250417154224,2.0,,킨텍스캠핑장,10390,41,287.0,AC,AC05,AC050100
경기도 고양시 일산서구 호수로 817 (대화동),,,,,,3307166,38,20240202082414,https://tong.visitkorea.or.kr/cms/resource/59/4018759_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/59/4018759_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260319094959,,,타미진 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 파주시 문발로 284 (문발동),1층,,,,,2907524,38,20221031145945,https://tong.visitkorea.or.kr/cms/resource/61/4023661_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/61/4023661_image3_1.jpg,Type3,126.692549074164,37.7180926232465,6.0,20260327092150,,,타미힐피거 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2911616,38,20221031144556,https://tong.visitkorea.or.kr/cms/resource/98/4022498_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/98/4022498_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,타미힐피거 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),3층,,,,,3305439,38,20240202083317,https://tong.visitkorea.or.kr/cms/resource/05/4042005_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/05/4042005_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260326092041,,,타미힐피거 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 파주시 지목로 115 (신촌동),,,,,,3337819,39,20240725150237,,,,126.70225746738006,37.72905152617995,6.0,20260420135333,,,타샤의정원,10880,41,480.0,FD,FD01,FD010100
경기도 파주시 법원읍 술이홀로 1803,,31.0,A03,A0302,A03020700,2756513,28,20211013221708,http://tong.visitkorea.or.kr/cms/resource/41/2756441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2756441_image2_1.jpg,Type3,126.8966600073,37.9227946127,6.0,20250730110945,27.0,,타이거CC,10806,41,480.0,LS,LS01,LS010400
경기도 파주시 회동길 430 (문발동),,,,,,2912580,38,20221031150101,https://tong.visitkorea.or.kr/cms/resource/23/4023723_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/23/4023723_image3_1.jpg,Type3,126.694438904479,37.7195217887592,6.0,20260327092150,,,타이틀리스트 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,4026325,38,20260227200030,https://tong.visitkorea.or.kr/cms/resource/12/4043612_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/12/4043612_image3_1.JPG,Type3,126.695385303664,37.769351232912,,20260327092150,,,타이틀리스트 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2911992,38,20221031145330,https://tong.visitkorea.or.kr/cms/resource/69/4024169_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/69/4024169_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,타임 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),,,,,,3306083,38,20240227091436,https://tong.visitkorea.or.kr/cms/resource/67/4018767_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/4018767_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260327092150,,,타임 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 파주시 탄현면 헤이리마을길 41,,,,,,2569503,12,20181125005759,https://tong.visitkorea.or.kr/cms/resource/77/2567577_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/77/2567577_image3_1.jpg,Type3,126.6978888684976,37.78733086414651,6.0,20260312162258,,,타임앤블레이드 박물관,10859,41,480.0,VE,VE07,VE070100
경기도 파주시 문발로 302 (문발동),,,,,,2904009,38,20221031175621,https://tong.visitkorea.or.kr/cms/resource/27/4023727_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/27/4023727_image3_1.jpg,Type3,126.693170994575,37.7196781475393,6.0,20260330091611,,,타임토피아 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 동두천시 탑동동,,31.0,A01,A0101,A01010500,2764945,12,20211029195841,http://tong.visitkorea.or.kr/cms/resource/08/3563508_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3563508_image3_1.jpg,Type1,127.1095163739,37.893254689,6.0,20251126175302,10.0,,탑동유원지,11360,41,250.0,,NA05,NA050100
경기도 가평군 설악면 미사리로645번길 258,,31.0,A03,A0303,A03030100,2765636,28,20211102011750,http://tong.visitkorea.or.kr/cms/resource/94/2766294_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/94/2766294_image2_1.png,Type3,127.5234835208,37.724543016,6.0,20250103105106,1.0,,탑코리아수상레저,12461,41,820.0,LS,LS02,LS020100
경기도 파주시 문발로 302 (문발동),3층,,,,,4011931,38,20260205004503,https://tong.visitkorea.or.kr/cms/resource/83/4023683_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4023683_image3_1.jpg,Type3,126.693170994575,37.7196781475393,,20260330091611,,,탑텐 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),2층,,,,,4010443,38,20260203165025,https://tong.visitkorea.or.kr/cms/resource/82/4022682_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/4022682_image3_1.jpg,Type3,126.89477806511,37.6469771187284,,20260330091611,,,탑텐 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 의정부시 행복로 23 (의정부동),,,,,,4011891,38,20260204223521,https://tong.visitkorea.or.kr/cms/resource/58/4022558_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/58/4022558_image3_1.jpg,Type3,127.049082220097,37.7408270053859,,20260312090840,,,탑텐 의정부점,11695,41,150.0,SH,SH04,SH040300
경기도 구리시 동구릉로136번길 47 (인창동),1층,,,,,4011069,38,20260204123950,https://tong.visitkorea.or.kr/cms/resource/87/4023787_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4023787_image3_1.jpg,Type3,127.140545179713,37.6118620717256,,20260330091611,,,탑텐키즈 롯데아울렛 구리점,11915,41,310.0,SH,SH04,SH040300
경기도 파주시 지목로 138 (문발동),,31.0,A05,A0502,A05020400,2863676,39,20221005140319,http://tong.visitkorea.or.kr/cms/resource/68/2863668_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/2863668_image3_1.JPG,Type3,126.7042803361,37.7298720032,6.0,20250729100056,27.0,,탕수육,10880,41,480.0,FD,FD02,FD020100
경기도 연천군 평화로443번길 2 전곡선사박물관,,31.0,C01,C0114,C01140001,2987549,25,20230510135430,http://tong.visitkorea.or.kr/cms/resource/81/2642381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2642381_image3_1.jpg,Type3,127.0637782388,38.0116483757,6.0,20230517202555,21.0,,태곳적 한반도를 만나 오늘의 나를 새롭게하는 리버스(re-birth) 코스,11027,41,800.0,C01,C0114,C01140001
경기도 파주시 문발로 302 (문발동),1층,,,,,4011925,38,20260205003737,https://tong.visitkorea.or.kr/cms/resource/98/4023698_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/98/4023698_image3_1.jpg,Type3,126.693170994575,37.7196781475393,,20260330091611,,,태그호이어 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),1층,,,,,4011030,38,20260204121243,https://tong.visitkorea.or.kr/cms/resource/97/4023897_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4023897_image3_1.jpg,Type3,126.751647571454,37.6679852145335,,20260330091611,,,태그호이어 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 남양주시 경춘로 1023 (금곡동),,31.0,A05,A0502,A05020100,2855354,39,20220919160757,http://tong.visitkorea.or.kr/cms/resource/45/2855345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2855345_image3_1.jpg,Type3,127.2151891641,37.6353310777,6.0,20250513092845,9.0,,태능배갈비,12232,41,360.0,FD,FD01,FD010100
경기도 남양주시 불암산로 69 (별내동),,31.0,A05,A0502,A05020100,2864892,39,20221007112122,http://tong.visitkorea.or.kr/cms/resource/79/2864879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2864879_image3_1.jpg,Type3,127.1064569757,37.6502829256,6.0,20250513113554,9.0,,태릉왕갈비,12100,41,360.0,FD,FD01,FD010100
경기도 남양주시 불암산로 30-2 (별내동),,31.0,A05,A0502,A05020100,2840798,39,20220822160244,http://tong.visitkorea.or.kr/cms/resource/90/2840790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2840790_image3_1.jpg,Type3,127.108931842,37.6470888973,6.0,20250512173848,9.0,,태릉허참갈비,12100,41,360.0,FD,FD01,FD010100
경기도 파주시 적성면 설마천로 372,,,,,,3081654,28,20231107165617,https://tong.visitkorea.or.kr/cms/resource/49/3081649_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/49/3081649_image3_1.JPG,Type3,126.941192746967,37.9467306692338,6.0,20260414162410,,,태양힐링숲,10805,41,480.0,AC,AC05,AC050400
경기도 연천군 중면 횡산리,,31.0,A02,A0205,A02050600,127162,12,20040225090000,,,,126.9743664745,38.1251223767,6.0,20250428141438,21.0,,태풍전망대,11004,41,800.0,VE,VE01,VE010200
경기도 고양시 일산동구 중앙로 1036 (백석동),1층,,,,,2923226,38,20221031113012,https://tong.visitkorea.or.kr/cms/resource/08/4020308_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/08/4020308_image3_1.jpg,Type3,126.789797411977,37.6431349100152,6.0,20260327092150,,,탠디 롯데아울렛 고양터미널점,10450,41,285.0,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),2층,,,,,2914125,38,20221031150653,https://tong.visitkorea.or.kr/cms/resource/30/4023730_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/30/4023730_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,탠디 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2922935,38,20221031171017,https://tong.visitkorea.or.kr/cms/resource/33/4022433_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/33/4022433_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,탠디 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 남양주시 다산순환로 50 (다산동),2층,,,,,4008119,38,20260129010810,https://tong.visitkorea.or.kr/cms/resource/55/4024255_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/55/4024255_image3_1.jpeg,Type3,127.152429100255,37.616257926116,,20260330091611,,,탠디 현대프리미엄아울렛 스페이스원점,12248,41,360.0,SH,SH04,SH040300
경기도 고양시 일산서구 하이파크3로 10 (덕이동),,31.0,A05,A0502,A05020100,2863338,39,20221004154653,http://tong.visitkorea.or.kr/cms/resource/26/2863326_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2863326_image3_1.jpg,Type3,126.7544351306,37.6927105597,6.0,20250421150549,2.0,,탤런트 박철호의 덕이동주막,10236,41,287.0,FD,FD01,FD010100
경기도 고양시 일산서구 주화로 76 (주엽동),,31.0,A05,A0502,A05020100,2875166,39,20221025170652,http://tong.visitkorea.or.kr/cms/resource/63/2875163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2875163_image3_1.jpg,Type3,126.7596964006,37.6700299614,6.0,20250422161250,2.0,,털보족발,10387,41,287.0,FD,FD01,FD010100
경기도 파주시 탄현면 헤이리마을길 18-33,,,,,,736123,14,20090519020031,https://tong.visitkorea.or.kr/cms/resource/64/737764_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/64/737764_image3_1.jpg,Type3,126.696320544997,37.7867121730179,6.0,20260211081009,,,테라,10859,41,480.0,VE,VE07,VE070300
경기도 남양주시 다산중앙로146번길 12-10 (다산동),,31.0,A02,A0202,A02020600,3085257,12,20231026114748,http://tong.visitkorea.or.kr/cms/resource/51/3085251_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/3085251_image3_1.JPG,Type3,127.1541172383,37.6252283673,6.0,20250513161630,9.0,,테이블에이 다산점,12285,41,360.0,VE,VE02,VE020300
경기도 파주시 탄현면 필승로 200,3층,,,,,2911608,38,20221031145207,https://tong.visitkorea.or.kr/cms/resource/52/4022452_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/52/4022452_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,테팔 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로1730번길 3,,31.0,A05,A0502,A05020900,2877108,39,20221027111639,http://tong.visitkorea.or.kr/cms/resource/97/2877097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2877097_image3_1.jpg,Type3,126.8743837901,37.6472235523,6.0,20250728155031,2.0,,텐파이프,10550,41,281.0,FD,FD05,FD050100
경기도 고양시 덕양구 권율대로 420 (도내동),,,,,,4025046,38,20260225203941,https://tong.visitkorea.or.kr/cms/resource/84/4042484_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/84/4042484_image3_1.JPG,Type3,126.863123845458,37.6295889786577,,20260327092150,,,템퍼 롯데아울렛 고양점,10551,41,281.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,3층,,,,,2928431,38,20221031145517,https://tong.visitkorea.or.kr/cms/resource/53/4022453_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4022453_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,템퍼 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 남양주시 다산순환로 50 (다산동),3층,,,,,4025351,38,20260226232531,https://tong.visitkorea.or.kr/cms/resource/55/4042755_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4042755_image3_1.jpg,Type3,127.152429100255,37.616257926116,,20260327092150,,,템퍼 현대프리미엄아울렛 스페이스원점,12248,41,360.0,SH,SH04,SH040300
경기도 양주시 가마골로 136,,,,,,2832361,39,20220804104708,,,,126.978197343931,37.7301547274009,6.0,20260224165031,,,토담골,11521,41,630.0,FD,FD01,FD010100
경기도 고양시 일산서구 대산로226번길 8-2 (대화동),,31.0,A05,A0502,A05020100,2875192,39,20221025171318,http://tong.visitkorea.or.kr/cms/resource/82/2875182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2875182_image3_1.jpg,Type3,126.7539077832,37.6791454636,6.0,20250422161604,2.0,,토담순대국,10370,41,287.0,FD,FD01,FD010100
경기도 양주시 백석읍 권율로847번길 7-11,,31.0,A02,A0202,A02020400,2789664,12,20211209001628,,,,126.9605584227,37.7740186695,6.0,20251113153341,18.0,,토담참숯가마,11518,41,630.0,EX,EX05,EX050200
경기도 고양시 덕양구 토당동 331-2,,,,,,2893523,14,20221102095358,https://tong.visitkorea.or.kr/cms/resource/13/2893513_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/13/2893513_image3_1.jpg,Type3,126.81927551287052,37.6207404687119,6.0,20260331144840,,,토당문화플랫폼,10509,41,281.0,VE,VE12,VE120300
경기도 파주시 탄현면 필승로 200,,,,,,2918592,38,20221031145346,https://tong.visitkorea.or.kr/cms/resource/80/4023980_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4023980_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,토리버치 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),3층,,,,,2930532,38,20221031220424,https://tong.visitkorea.or.kr/cms/resource/10/4018810_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4018810_image3_1.jpg,Type3,126.89477806511,37.6469771187284,6.0,20260316105417,,,토박스 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 파주시 문발로 302 (문발동),3층,,,,,4011930,38,20260205004418,https://tong.visitkorea.or.kr/cms/resource/88/4023688_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/88/4023688_image3_1.jpg,Type3,126.693170994575,37.7196781475393,,20260330091611,,,토이저러스 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 포천시 군내면 청군로 2857,,31.0,A03,A0302,A03021700,2738802,28,20210901232650,http://tong.visitkorea.or.kr/cms/resource/24/2739024_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2739024_image2_1.JPG,Type3,127.2493626762,37.8674241372,6.0,20250808103024,29.0,,토일관광농원,11155,41,650.0,AC,AC05,AC050100
경기도 파주시 문발로 302 (문발동),,,,,,2911924,38,20221031150929,https://tong.visitkorea.or.kr/cms/resource/36/4023736_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4023736_image3_1.jpg,Type3,126.693170994575,37.7196781475393,6.0,20260327092150,,,토즈 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 구리시 벌말로 77 (토평동),,31.0,A05,A0502,A05020100,2852867,39,20220914095913,http://tong.visitkorea.or.kr/cms/resource/56/2852856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2852856_image3_1.jpg,Type3,127.1463746827,37.5838135952,6.0,20250429174814,6.0,,토평메주콩,11961,41,310.0,FD,FD01,FD010100
